id,text
2f4e873a71e2da836fe6e160bc9b1ec6064430a748fb0b3e43ce7a43dd67cfc4,Bisexual marriage is effectively polygamy.
2f6ba293ba495834d0149204c7ce997b4c39a88f0265e6acc057c24924c2b984,Sorting arguments hides bad arguments.
2f6c0271d36c586135011bd3777162d2caadf2b4e17f5b436b22d944b697f4eb,This claim is false.
2f70909a37f6297a8eeb0df8e9da5e3845af5393909064916c6ee45df1839b7f,People are incapable of managing risk to their personal safety.
2fc7c2b1bd1f253885226970c393097adab636db76a8ebddf79fa7d80c5db6a3,The UK's flexible constitution has recently allowed devolution.
2fd8593dc809ecea05528bba696f2eeeea7ea30bdeee01b9d9259f38820b5846,Fingerprint biometric systems can be fooled by silicone replica fingers.
2fe3fa69eb26b91b7b3b28031ac857b7f63c4e384392a85fe136ad796858702c,Carbon tax law cannot be changed to address the means of evasion that companies have discovered to circumvent it.
30068a5b41dc85f0badc5cecd1bdbbf0d30fbf996d0897139186c27b777c2e3b,2000
30119a2c9d622ceb9bcdd72fa421c0070fc137744d26c4ce9c1f93b1d6bfdb63,Aaron Finch should be dumped from the Australian one day cricket team
30306aa4103cc8645c8f66042b9ba59ecdcd1207fd109cf398b90eab32fca01d,You should not do things that may not work.
304a4827372fd02482e9491f0a6823314a4f5d6d6d98d9ba3a01d47ef79b45fa,Many potentially harmful activities are not forbidden by law
30588e08dba73c21e7f518182c00e2e184f233c8e695818bbc1b04476f3a1e56,A cigarette ban could have benefits other than reducing tobacco consumption.
3061d83c2bbdffa9bed3e3b13d23fc5cf048ff4428fecbb5f9f2832173ddb515,Fingerprint scanners are more expensive than keypads
30717a93b440fc0180143f7e919504cbde2ce490832eccc4abb74831a6e82edb,Children are exposed to advertising on television.
30b7c4666be6d3293d204e3b38c5cd0effbed7978a40ee4ec0ffac09f999312d,Technology will make it possible for citizens to participate directly rather than through representatives
30ba5cfce2471af7a401a826d997ad0e1cd6f3a5f1a1914af19a4a3eba843da4,Countries without a carbon tax would become havens for carbon emitting industries
30c233d2803781421334d95ec0b9bd739217dc86650ad29b4858facbeb4a0577,The perpetuation of the status quo implies (at least implicit) support for the gross human rights abuses that the state of North Korea is inflicting on it's own people.
30c24c78d37f4d3963eafa5496d087fa31ac0fb1b2c69946c3a8e5103710808b,Future versions of democracy may not evolve in states that are currently democracies.
30f0214dd81f1ad0701456dda9b487cdd60f5038dd27310b3b213eedc0acdbf9,"Glass, plastic and aluminium are more valuable for recycling when they are kept separate."
30f191ae11ada6c9ad429d028f2c58b38ce802ecdc7fd0415b12b3103f17e54a,Proficiency in one ensures you have complete in-depth knowledge that helps you solve problems faster
3114869c6183512a26e13a0461c1130aa827fcb1ded214e1f0f4c8267cbeea93,P ≠ NP
3158505c24557033ad5565398452a33be6f58d6dabf8844a043fddc62f878074,Governmental recognition is a form of interference.
3182ca8ff966dfc626bc852d0a510ba362d9375af8c4c80dd54a6e9d3bada5c8,There is no good evidence that helmet requirements discourage cycling.
3195715bce32cd27962ade84d26e5dd9283dca9db5037b74712136a5b41b786e,Externalizing (social) costs of carbon emissions should be avoided
31cf2c562ada251c4a19c05413d9a4b6b382a0ad2cf679ff8aaa16ba5d4bce33,Israel should be democratic by including citizens from all religions
31d206cdd77cd214b8858fab54f7917d7e6209150a2f8eb09df17cc3abfdc628,Marijuana inhibits productivity.
320ed050da0f8f4ed8e76e080ca0aa00d8c82886d9fd30f6285279ce172525be,"If God is willing but unable to prevent evil, then he is not omnipotent."
326a54be487d780fe6733a4d9f81867deb1c3c03a3c888620ae2c4519fed9921,Marriage is for the conception and protection of children
32b74b6041631172afea77a9ee67744c7e11c238d55496774ff68de0fd93c5b8,"The USA should make a significant investment in high speed rails to provide a safe, low cost alternative to domestic air travel."
32bc27afac14809255a86c6fa0517bfa8b712e5476dfd8ba1adaa7ae7e676a84,The future of democracy will focus on people collaborating to create solutions not arguments or vote-gathering
32da9fa3ea3a225b7908994fbf4b250494ce0dd457c71605344c6610e935b797,"If you don't believe in god, then it's vacuous truth."
32e684cee7242bba6879567dc1e5f4147525564b30734a8cd9ae0fc7ca1632dd,The rate of energy consumption should not exceed its resources.
33529d1d18f6be306b97e2da497728ade1616f7bff439b7059f4e567992834dc,Alcohol is a drug.
335653b1d7f35be903bc284436fc4e181e1a1e881ee11148945fc812ddbb27cb,Homossexual people can't consider themselves Christian.
3385d295ca14ea0bcdee73ee378bd3c4fcdb69dfb917defbaeee1d647135cb30,Some people do not have fingerprints
3399c444cb1b0452784476956496210cd2de3622b581585a212aedcd71bf8c82,Science improves the human situation
33e940b3bdf1f57ad040552dd1a3b41b5bc829087f3630561b9d76ebb7873f77,Wikipedia is not a good source for word definitions
33fae9f37b6d3070ff2633480c45c2ff16811934bb108922d02ecdf60e98a8f2,Legalising marijuana would increase the number of potential suppliers in the market and may reduce the price of marijuana.
3403b302545e126b524cb5240a15607a5e433159e657fc6eeff848f0261d84f0,"The Swedish authorities should issue assurances to the UK and to Julian Assange that if he leaves Ecuador’s London embassy and agrees to go to Sweden to face sexual assault claims, he will not be extradited to the USA in connection with Wikileaks."
34146d2c30c389758166ffc2aba1515734eb968582a3ea6050fb6744516580aa,Means-testing would improve the progressivity of the health system.
34b2adb82c1ed3504d58b08a28da587f5eb02252d82c760a2603bc9fca9b74af,"Nuclear power does not have a good safety record at Three Mile Island, USA"
34baafeb6e4c82f3f9b61a8e7ef0bdbfadf58c0d7f693425339d5814dde2b862,"All humans have the right to life, liberty, and the pursuit of happiness."
34bd3d46839d25b088ec69fde8cb303ef18491104edf3e41dcafef844408ccde,Marriage is directly beneficial to husbands
34dc89c2b4a5479290ce3b5455d986e2b89c4cc92e8b898911e887a09755e969,"Some activities that are illegal: Suicide, self-amputation, consumption of *some* drugs. Whether we approve of this or not, it invalidates the claim that all humans have an inalienable right to do what they want with their body."
34ddb0a5382bc9c52891a319e26fc393ec1dfc68759590c9d32fba1839953d72,Biometrics are like very long passwords that you cannot change.
34ed2e19457ce398628ab46d945853aa1e50f53994686ab1c59dbc152dc9516c,Smartphones allow access to social media and public debate
34fb3050872fb12a1db95700ea45b8de8880f10254c195b2ba8e0777e93a4ef9,"the only relevant consequence of a nuclear disaster is death. Other crucial consequences include non-lethal health effect, gargantuan economic cleanup costs (upwards of 23 trillion yen in the case of Fukushima), and ongoing economic losses stemming from contaminated land and water"
350628e91222eac237d52585cb0c1fc06778b91155bc529452a001ca7b3c27a8,Carbon tax can not be modified to avoid taxing minor emitters.
3536101c9c59e1fd6a4421cfec4bf6eaac42b2e2267e354e56741cc975e128f8,Religions other than Christianity should not have marital traditions
355fd73c28f4a1497b49466d743ad70fd2775699b9162727feaa160017fd14c6,Total knowledge is require to decide if something exists.
35773dbc0d3f9d2c33cd2aab47813c8c9c4682b466f71c1cfc91ed0fb910ae66,"The state may decide, on a case-by-case basis, to control how citizens manage risks to their personal safety."
359e4ced4657091d487c9615fa232fccd5b0765e133823023103a4f834be9f2b,They are the MOST important purposes of marriage.
35b1cc1949d42e939caf87194448fe870b1548749e7c9add92c1082c902d90d5,Marriage did not occur before Christian faith existed.
35d9a0be0cf06555474d1c12a0a71a226d29fa355ca13c6448182a8665087b03,An employer would prefer to hire one candidate for a job over another if that candidate can prove he or she can complete the responsibilities of the job faster than others.
35f10de6f4323752be47c2f95056cec3110c8141f64bb9859d862433430169c5,Nuclear power is a poor response to mitigating climate change compared to other renewable energy sources.
36889267613ed619b8f7750cfa985a0a37eeae15577b82e2dbbdaf5b05a71e0d,Julian Assange has not been charged with any crime in Sweden.
3699bc41d93fb457037226cc32cac75d65cf1a5000c8d0d4a44785cfa27e20db,Assault weapons should be banned
36b3b65b99bb788eb4f04a29a8e6510dea6ccda556cbb9bf34ea2e46b3e5e045,Political considerations often trump economic considerations when the government spends money
36da55ced2bb6a64350f91d66c695c4d2ab631079a3bcb55467ec12857d45e4c,Different socio-economical organizations needs different monetary policies.
36ece2f8b8b75501321fb55895c10baee1d9ba0ab86b5ac40ec79226bf99a7bb,The effects of long-term marijuana use are poorly understood.
375c607e6e6fdfcfc04d1306ff7dbb8cfddefdeb0c9a68c51e2bb0d3c7da7aa5,The majority of ultimate frisbee is played in public parks.
3764ebdc291ec83b258b16741d0d861990a442e5fc113b33f0af6d493643acf6,The rate of energy consumption should be reduced to prolong the amount of time the human race can live on Earth.
37b4e11ee8915252b8c2bd630e48b2898b89cf8325ad42c20de54ca7b30d34bc,Systemic problems cannot be solved without systemic changes.
37cecffcda426ee5f7860689c6bbd6b89f394bcdc20e7508703113a33f0beafd,High energy density supports our present economic activity
37e91a8218235b65150e89b71c86f858249be1488c9cf3ec65146d1d4c3de08a,"According to one study, drug abuse contributes 4.5% of societal cost: https://www.google.com/url?q=http://www.icmpe.org/test1/journal/issues/v2pdf/2-133_text.pdf&sa=U&ei=FI9TUY6nC4eRO5zWAQ&ved=0CAcQFjAA&client=internal-uds-cse&usg=AFQjCNHoTJBxE_dgb-OD5s5gdRl9b1UakQ"
382bb1c78371c65591ae56683cac16139e8360242e2c488bcc3ea3de8a7cbc13,There are benefits to keeping marriage as a legal institution.
3849c19697d7ee8a6e4dd37ac931d82c6b37bf9e957774c09572098e0830cb23,Cake was eaten by many people
3865ae9c63a04ce63819a284789cb88b135f8d3f6d05f2901de06221cf13ecc7,We can't afford the cost of the prison population that our drug war has created.
389b564511a14e4c4edfc1b5c0a4b8c025316fa4a166a825d6c3a63c49c79816,Marriage is by definition between members of different families
38afddea65c07b03d05dffad17a11214c0a9253e65df84f36640f653a29302e5,"Secure authentication should consist of something that you are (a biometric) plus something that you have (an access token) plus something that you know (a password). Biometrics can augment passwords, but they should not replace passwords."
38fc0980c329c3c3d560594e113eb9e19a25813907cbc66044ad04b62bd819c8,"There is no evidence presented for the ""safer than hydro"" claim."
390e0bc9f685d0e0d74651dd016f3b64d55a8b563b4c744deb72760e1e5e4ac9,All biometrics can be imitated or replicated in some way.
3916584dfb3cf82918a58775d30ef5e7b3b6319c79092fe5db3d75d4377caaf8,Requiring helmets makes casual bike hire impractical
392c34a43a4a6262b806f1dc91b537887eee03508a97676612ad2461d4dcda73,"The city of Boorundara's parks and gardens information suggests that parks are for: ""recreational amenities"", ""fun"", ""playgrounds"", ""golf"", ""sportsgrounds"", ""playing"", ""weddings"", ""filming"", ""hot air balloons"", ""marquees"", ""pony rides"", ""skate boarding"" ... http://www.boroondara.vic.gov.au/our-city/parks-gardens"
39354a80bf636e05d50761bab67f4b2294eef5e1e564250949d3e0b4f4ab68e7,"The UK's flexible constitution has allowed major changes to the way it is governed, without enormous disruption like that caused by the French revolution."
395d4585c3495e74c5243a02a2200a7f294450f5d8f6795984c0c370f2c2d771,Marriage is only a legal contract.
3960d80e03dd098d6fb02cafb697ad44c2996bec035126637c5e7cf3b6aeb859,Energy consumption should be reduced.
396d5263b93bb96a9b24975c057c601bd8d4d49b5d7d38afbe0453ffa54927a8,"Insofar as a custom such as marriage has utility, it can be said to have a purpose, i.e. to be ""for"" something."
3976c119b1450f80bd843e147b372c77143bebbda87f52712b6b4116e4a541cd,The regulation of television is not essential to the functioning of society
398794dd346bfc76a30cce30b767ff88634d891d9fe6c206ba71a511392db9ee,"If a couple's taxable income is divided in two, it creates an incentive for sham marriges, where high income earners marry low-income earners to reduce their taxable income."
39ca8c09e4d707a518bfb34037f7b90d5f90f808700f7a65b196bd2afed4dd13,Any sort of carbon tax will be applied in the context of globalized trade
39fbe4fe164d2c70f1a9274fc1cdde3cddd32a3f138c7847eadcea839c094c2c,One can never have enough nuts.
3a55c7891fc1fce0db4c7bf1d29e479a1de79c6a9e6e15afe1849f2c677d3459,Free will exists.
3a7d3353d9a40b6d552d7099efbf06ba44db1bc5b8e5176f1748ccdf4e2516a5,Mining Tax Facts: http://www.mining-tax.com.au/
3a92f257a40bd8a301a9e351ca52f37a0b432c1cfc15ca9d2a13afb1429af59c,Requiring helmets makes people choose not to ride a bicycle.
3ac7d3beb75ab1565e343fc7d446d9edebdfc695232c6bf64ec40c0f4cf83353,We have presently put too much carbon emissions in the atmosphere.
3ad1b8941b347179b601070f8fcfb60b5397c2cb55653becf5d7b23c24535e1b,Gay unions are incompatible with the church's values.
3ad64e153a112127a96f990a489af8d3437dfad41dab84f9abec966f1e06fe44,This would be opposed vehemently by a great majority of people.
3af0ed5b2113631c4be8a966337aa6b33a9baf332cc63f9e856bc4edcc13a613,Forming a new reform party would not constitute a systemic change to USA politics.
3afd338e4499e62bd8495167f8bc4d421277d06853c5785f806be46ce9be97af,"You are innocent until proven guilty, not guilty by association."
3b09ddb0bf3a52058fbf391652139951bbe760b76f99d74816a67d7dd9a4707b,A Carbon tax would represent the social costs of carbon emissions
3b123e1e6edc1a8ca003f4230aa666febbbbf313cd9d60d25cb9bcdb98fb719a,Legality is society's way of communicating its values and priorities.
3b1790d144200496d83a0bd7ee049ba4d6f8a2e3ff68ef81f7a6f1b97404b18b,"Q&A is representative of ""the people""."
3b1ad4ac33b2c923052c06fa1a44df9b90dc9cfc640721200df604d33431101d,We've seen no evidence of major change thus far.
3b46d0891832728a7b8d349167d5e226da87f91b261eb3598c0a1ee7b2d8c6ff,"Comparison of deaths per terawatt-hour is not sufficient to compare safety. Other types of damage (e.g., pollution) need to be taken into consideration."
3b86f53e598823669653177a852137eae1b5383bf4cefa0e28eec707e8323a79,"European experience shows that carbon taxes can be economically neutral, with tax revenues offsetting taxes on jobs."
3b969028aeb2bc612657166085b571ebf54bc1e83c3d20e84c6e40034ec571b4,Well-known algorithms exist for allowing a party to verify a secret without allowing that party to know the secret itself.
3b9a33181713b6dc56af9c4c5bf78cc580b0e2c9d5a41af2a3e4fc5d07faf635,Drinking alcohol or boxing are legal activities with degenerative effects
3bbbd097b8cca41df27aa0895a58d4343865236c3db808b80af05f9613417277,Mortgage interest rate deductions promote owing debt on homes
3c0d649f36a5882498f076779cc281d499450bec6a60d911ec69c21191bca657,That is why organised religions and well organised dictatorships are so successful.
3c1315058d013cdc77d355ed8fb18e28392cd8dc8ebd487442cbc0eda68ab83c,Arbitrary legislation is a greater wrong than invasive and freedom-curtailing government interference in private life.
3c135931adc6ca8a417f1a91d2b83677d051cb0789d1c82019c4adde416b38de,Less drudge-work means that Ben can focus on improving the core service of Reasonwell
3c1700d81f529727c5cd06663e6eb3bb4363d35d94f26b4f9b8374b88576202d,Killing the human race is not an elegant solution to the pollution that some human settlements produce.
3c2385d9c493632082fdc7dd555ed4ef814c5071b1619b4c38ec7f6841e34641,The federal government of the USA has not passed legislation declaring same-sex marriage legal.
3c3c72c1c2e6a237edfe40e98a348aaf0e85acf98216742af4fedcde598b0b87,Some of these claims are not valid claims and do not make sense on their own.
3c7d902c19a07d56155bbbc6f5df0d1b1dcc54f9f55f4875ae86ecf7c95aae6a,"If a couple's taxable income is divided in two, it creates an incentive for sham marriages."
3c8eca8313265c10768b43c75c942fc46e439c0c1737f88861cf5d09985e48d7,Replacing a law in its entirety is always easy and practical
3cc39e3db5cdad3fc6567483776e3a319630f66c694de1fb2020533dfc0f82e7,The future of democracy is determined by the constitution.
3cca3a4ef399a02a79e468316ef796fc19d4bc729afb726c2de9a2abe9a7547a,Legalizing marijuana would make prices lower and reduce crime rate to some extent.
3cd391510df7b5e2ef9bbd4e0393a6a0a93306dade311da425fb7bd657eaf02d,Diminished Energy Returned on Energy Invested (EROEI) leads to economic contraction.
3d2921a8f02b8c3c6eb6ab436f25805c3b9e50dd37de0aa389035121ad2bb8c9,Homosexual marriage does not prevent heterosexual partners from having children.
3d2d34b5dcf730bcb7778aea0c53c498c53d1e6460ab3575876faef88e64652b,"Reason is, and only ought to be, a slave of the passions."
3d844244c0c519a4ce9f159423d3d7b3f0da3eeb71e4b0ee7232f78ec001354b,"Basic civl rights form the contract between citizens and their government. A government not supporting those rights is in violation of the contract, and should cease to govern those people."
3d960eb75e2b012230aef512efd2340e0ab3faebaefefe011166de346628d020,"The rules of civilised society have been refined over many thousands of years, with he result that the political control loop has stabilised at a close to optimal settings. A control system engineer would say ""the system is operating within the specified tolerances, we're done, lets ship it"". Those who are politically engaged are dealing with optimising the last few percent. Since the system is near optimal, most people don't have a significant trigger to become engaged. So engagement and intelligence are not homogeneously distributed, or correlated."
3da0efc28aa91e525ab9b4b4a30ff879802000d819d07e507490809eb5cdc68b,A non-harmful relationship is not wrong.
3da9c1a5ffbd4a62ef7122b7d47e5f157f655caea6bb09cf1c7946dff058141d,Wikipedia and other sources of common definition do *not* define marriage as exclusively M/W. http://en.wikipedia.org/wiki/Marriage
3dd625d3b568f71df89a5b0e45ee4aab229f880e91351b8531b80ed1321767ee,"Go-karting, rock climbing, etc. are rarer but for the purposes of comparing helmets, are similar enough to bike riding."
3dde717c89171012022603e64b15f040338878a41ba45f66e217484a2771a106,Portable bicycle helmets are coming onto the market: http://www.ulule.com/overade/
3dfeb47120f188f6358295c48f53edcaac7c6d4d211bcc253c9d60d211df12b4,Future reductions in carbon production will be less harmful and/or more beneficial than the status quo
3e2a84ebba680f690c8c26437c01a1e37e0d5592827bd90b9c8d14150e00ead9,It is meaningful to attribute intelligence to people who behave in an unintelligent way on the grounds that they are mis-informed or uneducated.
3e4da915b35a8e3842cfd310bc85bb11014ec96668fc6961fa92e3297babc6e6,IVF should be banned.
3e505c9a84e415a55d455b6d993ac9eb396a270ad461a4a808aa80368e23bfd2,Rail infrastructure is no more expensive per tonne of freight carried than are multi-lane roads.
3ea633349b9efc2188f7167d038831abe98f4d6c8be32b28087ee0291e707d31,The economical situation of Euro zone countries can affect the stability of the Euro.
3ec0ca0d62863365eade9d3b97be585738bc23abd649392cffdebccf07954d00,"With a helmet requirement, casual bike hire requires access to a helmet"
3f2e41467617929e94a978aed79700a37439cf03b6f0310596cf41c48399333f,Electrified rail transport is more energy efficient than even diesel fuelled rail.
3fd8d75ddf4d9f0f8485112933759df9bbfd58a858e1fc8218e14744801fc15e,"It is not clear that ""legally binding heterosexual relationships"" the *best* mechanism to provide this protection."
400f99b71a9a7f2d2cb96aa2f9ddb24ff041378b90729e7d8ff4b28207f059b7,I guess there is sufficient scientific evidence to demonstrate global warming and the impact of carbon emissions (greenhouse gases)
40315fb96a2abb6a127a085c9037fb811501f9af357e807806633b3f31ccdc9d,Higher efficiency technology will allow continued economic prosperity.
40bd3408deda4d750855777eaf645804b52e17151072bf03e3e6437455c2bd43,The UK's fluid constituation allows for dynamic policy and flexible reactions to both national and international factors
40cca8b807a99778ba5a2fbe636e9f2738c88efa5cf7685a750ccc42e0bed83d,that a constituion in its original form with original focus will be relevant in the future and will be upheld in its original context.
40d23f73429c4814133a4d2cc2f44cbf0e25e1aad683546c06820249a8dd2762,"If a couple's taxable income is was divided in two, high income earners would marry low-income earners to reduce their taxable income."
411b0b0e9ca89795974c8fd34631c219af16187079d06bd6f660af050443d050,Restricting children from marrying does not constitute witholding.
4126bd03485262fdca45e1416110369b15b0ccf2ed854fbb850a32c2c0b7a440,"All political decisions are arbitrary, as they depend on poeple aims, ends, goals, objectives, desires or purposes."
415fbc2a1c9ab3de4cd3349e79f4ba2f976ac51041ffad286b98d51b33206b5a,The government does not efficiently allocate resources.
4173ae82f170022fb6b4891f6fc3281f8f072de5eaa9460962224509bde77db0,"People would be happy to share bike helmets if they were clean, in good condition and fitted correctly."
4178355e11089f7d3734d29e262d0f7db8f5619ac36745c43972129f1ad77a33,Anxiety and sadness could reduce productivity in some lines of work.
41bb0d100d032109c63c27f2de0faf9042d9039054c97d7b308a1d475571af98,I'm joking (sort of) but that is a new form of natural selection. If you believe a guy from TV rather than your doctor ...
41dfbcb7d44c41a534639186fe0afe082df7e458475129cdd30a7a778e218cd4,The ACT government should commit $200M to build a light rail public transport system in Canberra.
41f1afd050dd3b44242dd2295626a8a086fd0bcf0b340b9aee0671fcf828dbe4,There are too many arguments about subjective claims.
420d0e91f1a155c67d6e46aca3f5f449d9184c68c12298bda2a8ed43625c6fbf,Legal binding is necessary in heterosexual relationships to protect mothers and children from irresponsible fathers
429087e2c6b4f421b6f1dbf584adad98a515cb931484cb95b18b155fbd56383b,Turning children off sport for good is a bad thing.
42ad84fbd36d4dbc6149dd1f2b5feadc4055d220f59e989aa10b54cc814a4d86,Educational advertising is (also) a way to communicate that drug use is not preferable.
433691bbed5aa2f4238f84e4133a74df482232cf465912d22c436a9ef79c8b01,"If democracy focussed on voting for arguments not people, too much power would be wielded by the few who control the media."
43a15301185a984774b0c18b244fa73581c3b2b30d678dea538dc30a961e8429,"On current trends, future government will focus on the arguments made by the most popular people (as determined by their twitter/facebook following). Most people are followers."
4401b2cd7dc67d6ea0ffded97f9da07ee7f29e18182f1759666324a288687859,This a an argument in support of a claim
44603890d358c58ac0f0da45a4fd1fd91f6e6bc4e2dfc603a2556f4212a12e38,The US political elite have become so accustomed to special-interest driven pork-barrel politics that they are no longer able to perceive what is or is not in the national interest.
446a37abd206e21f82b7eb986abe14b0b6f269f99891a6c67a34405793c2c9d0,It is feasible to repeal centuries of common law regarding marital rights
448a27d1c72c3dadb31be24afcdc2467f0abf528c89f1bab5ec1e5c9e530f7bf,Companies are different socio-economical organizations and there are a lot of them sharing the same monetary policies.
44a5978dbabf4ef4b71dfc481c897125c092f786bc2aaab8f7f2113c5a637e81,It is not clear that dictatorships are successful over the long term.
44b95a5212107c8069c8379dfde66fd79ea4596eea4cb60ca777d6984d3e306d,You have this backwards. Individuals must thrive for society to thrive. Society does not exist without the individuals that make it up. You are implying that society pre-exists individuals.
44bc266c6ee20497dc6f9a1e4a091e910225a89089c2eaad6a1d159cd53d1870,"If there is no discrimination based on sexual orientation, then it should be ""any unmarried adult can marry any unrelated, unmarried, consenting adult of their preferred gender(s)."""
44c09fa2d8ab1884278cdcdb81ee75ac4ef46d476352bb672453daeb05a06f58,"The people, at this time, are neither sufficently engaged nor intelligent enough to contribute meaningfully to the political process unless they were given tools and processes to be engaged and intelligent"
44d75cdeb4f096e9f98182c8757b1922aa4c137114e7ad020732c7405e3d6be3,Reasonable people agree that it should be possible to edit leading/inappropriately framed/rhetorical questions.
44e63d6d43e1e987d3a5ac02eb406030ac818a5e81d39913e72872f26711f09d,Biometrics are flawed for authentication no matter which biometric is chosen.
450723352b2bd85160d30f9e549d13ab711254fcf4ea7c65bacb1fd5be29976a,There are only so many finite resources on the Earth.
4508bd4d9821f870aaddc8046f99ad6792678aa5473d477fa611b1aeb9beb837,"Politics is often unable to determine appropriate prices for goods, services, and taxes"
451af3a6b931c42ba743a6ab30985d394a313631f57e0140bece95668704653e,"It follows that such union ceremonies should be divorced from the church, and thus should be distinguished from this culture's pre-existing concept of marriage. A separate thing."
453243a8aa5762591a71d1ce6eb19358e69af6d78b6b5651b2535b16a92bbe0c,Heterosexuals can always marry their lovers.
453498df23c0545a21b5f8e2dae258f0d30a51b95c159d8aaefa31c59698e817,Scientists are able to study climate in the same way that they can study any other physical phenomenon.
454dceb36181713632276cef3fa17acf8bf066a8cb782153301b266d81fbfabe,The state government of Louisiana does not allow same-sex marriage.
4554e8dd2d5a47d9c92e2a595f7231282d9230e7f7a1c9162cd4c3dc22553abe,Prohibiting homosexual marriages while allowing heterosexual marriages discriminates based on the sexual orientation of the citizens involved.
4565d65711fc0473294dc6638b55e041180368b3694640f3c4223bdd617688cb,Producing goods is the only form of work.
45846f2f1d2a7e0edfdda15b79cc40f032a1ab990876618f3a351dac5e234ddf,"If a parent can't stand in front of his kid, then maybe he should not be a parent in the first place."
45b64d63662a6ca403f2fb836a79c57650439720e0cc195008d33e67b467b4d3,There's no obvious way to argue definitions.
45b9e6c6dd2058afefd4b97cbcf2378a7cb58ce1ce5ee8017f4c42dc086e016d,We need to reduce carbon emissions.
46131d9dbb0da6af56108079506fb1b22615ede9b481b558217991715bf0c88d,Companies that damage the environment to a sufficient degree are currently fined for doing so not taxed.
461b146a942536ab35d6348888bf65d2f17a2082a955a8719f11da88208902d0,A broader range of citizens deliberating and voting on an argument is less effective than a single representative
46356b9503992a66d962247cffd50d892d9796741eaf4ed102bebfb7a73f2d9f,Our economy is damaging the habitability of Earth
463b485d4b5fc048b6423c60bbcf37647b9a91c1e5000855c3827d556fd1c104,Climate science is not a science
465c92d2331d424fe818eb1a6781f81b09ed5fb3cd3323e04827aa2125a25875,Ultimate frisbee should be banned anywhere outdoors.
4679bbb669765b61c709815270df9642cee3ec1bb01a17b0778f1d813d093479,The status quo can't instead be affected positively by a more comprehensive than incremental change.
468120e478925f1e10ab4969d332adc80eae864772dceeec07db4deba90ee426,Ben did a good job at presenting Reasonwell
46a0703b0bbe1f50b2c5231f4f25dfd89c4e3b1769619ff4ac4c00539a2f1bdc,Allowing marriage between different families while disallowing incestuous marriage is discrimination based on sexual orientation
46c17428244549e351d1afa575c1c371d7c315998e8f2d45c3236f1800acadbf,It is not cleat that these risk are actually real and significant enough to be a consideration.
46d1391cac33f489638c8756bf86451f11b2437d6648b900db3c586c9e5c1006,Sometimes an argument is over general or vague rather than (in one's opinion) right or wrong.
46f2be465b498891795939e34b233a4c8c4a726eeb99ff4159001ad13cc6976c,Han shot first.
46f3614729ba040baa8bab5509b96494274beebbb2f73a5e93ce3b26714be74a,"Someone who behaves in an unintelligent way, but who might have behaved intelligently with better information, is none-the-less for all intents and purposes unintelligent."
46f663404e82a1bbe06cc165e6f3dfd7ad6dfe77f7dcaa7311841d02633630ff,Competitive alternative sources of oil will make our system sustainable.
472063520d21528cc9e4d3d60442cf361d7c6f303e477ce172fa984c9cffdd6a,All early childhood education and care should be completely government funded and administered
47279c296b9d87cdce12909adc7358dfbc195567a355dae64ae521cd7369d287,Gender is a part of social identity.
47cd6e7b9274b251183ffcbc170dd72219e1cbaed3822b99f596618c8c13115f,"Relatively, it's becoming worse elsewhere in the world."
47da3a0efbca99196906f92f5ec15271691fcb6214c47bc3177b2250ffe5ddfa,http://www.abc.net.au/news/2013-02-08/abc-presenter-fernandez-subjected-to-15-minute-racist-rant/4508538
47e57bf909cf708bb7d7f8fcca8148d32cfd2adf5a88ae7a4f305d3732abd8d9,Civil unions could provide the same rights as marriages
47f3a19830eb786822ae207c32d7788010a80b7b94cb6285b2092a425664dc3e,Social-media leads to people following the opinion of celebrities.
47f6aea24b3240362e5be804ba53a1b578aefea34fe178f8510639514dbf5e37,Ilness from the consumption of nuts is an indication of having beyond enough nuts.
4824d59bef47b09e40f3b40ce2d57dd6431d75594a20346f0e9fd010fc1c6777,Sweden should issue assurance it won’t extradite Julian Assange to USA.
4831c9043b0e95e2d4019b7e73c1dd30e2411d32444c5c4e5d2d4f5cd2e11490,"Responsibility and moderation is a virtue of the consumer, not the consumable"
4855086fbdd3682eba885e572b1e2dcb911e42a08563e6107a2b1a0a31c7a221,Replacing a flawed law with one that works is always superior solution than applying fixes to the flaws.
488d0a24a6d4f274cca9b17536218e741e630f4094f12712ec3a09f15d282844,"""Today, a large body of published empirical research clearly refutes the notion that homosexuality per se is indicative of or correlated with psychopathology. One of the first and most famous published studies in this area was conducted by psychologist Evelyn Hooker."" Source: http://psychology.ucdavis.edu/rainbow/html/facts_mental_health.html"
489fbf63144974d468d315f697497d4f8f1d8d50530976a7620dbc9cd9c2cd0b,"As the cost of oil rises, alternative energy sources will become competitive with oil."
48e060e45c76391da0b86242938f2c6c1f19f6ed99bdc89586f1d7b8d2d34b32,It would not be scientific if something is junk food for one but nutritious for another.
48e432992dc71e11a8584d98dc5def4f73b8701e0b19c4e923a8dc2c0fa11a6a,"Nuclear power exacerbates the problem of concentration of ownership of power generation (i.e., power generation monopolies)"
491857f1df0c902c86505cf05240b6f650fc8f92ae4453e75d988c274b5a5640,There is research that shows both positive and negative effects of long term cannabis use. (http://en.wikipedia.org/wiki/Long-term_effects_of_cannabis)
